arch=A55, core=1, stride=5, train_accesses=5, max_competitors=20, rounds=100, page_step=1, probe_lines=64, threshold=120 ns
config default train_accesses=5
# store-stride entry-capacity test
# stride=320 rounds=100 page_size=4096 store_pc=0x0000000500000120 victim_buffer=0x0000000600000000
# STRIDE_LINES=5 TRAIN_ACCESSES=5 COMPETITOR_ACCESSES=6 PROBE_LINES=64 max_competitors=20 page_step_pages=1
# victim training: 5 stores, stride_lines=5
# victim trigger line: 31
# victim probe/predicted line: 25
# competitor accesses per page: 6 stores, stride_lines=5
# lower latency means that victim line was more likely prefetched
# FENCE_AFTER_EACH_STORE=0
# FLUSH_COMPETITORS_AFTER_TRAIN=0
# no_trigger_n0_latency_ns=159
n	probe_line	offset_bytes	role	avg_ns	probes
14	6	384	candidate	208	100
14	7	448	candidate	203	100
14	8	512	candidate	195	100
14	9	576	candidate	202	100
14	10	640	trained	75	100
14	11	704	candidate	206	100
14	12	768	candidate	196	100
14	13	832	candidate	209	100
14	14	896	candidate	195	100
14	15	960	trained	76	100
14	16	1024	candidate	194	100
14	17	1088	candidate	196	100
14	18	1152	candidate	200	100
14	19	1216	candidate	199	100
14	20	1280	trained	76	100
14	21	1344	candidate	206	100
14	22	1408	candidate	209	100
14	23	1472	candidate	210	100
14	24	1536	candidate	204	100
14	25	1600	predicted	79	100
14	26	1664	candidate	206	100
14	27	1728	candidate	200	100
14	28	1792	candidate	196	100
14	29	1856	candidate	197	100
14	30	1920	candidate	82	100
14	31	1984	trigger	74	100
14	32	2048	candidate	204	100
14	33	2112	candidate	204	100
14	34	2176	candidate	194	100
14	35	2240	candidate	79	100
14	36	2304	candidate	208	100
14	37	2368	candidate	200	100
14	38	2432	candidate	206	100
14	39	2496	candidate	205	100
14	40	2560	candidate	80	100
14	41	2624	candidate	195	100
14	42	2688	candidate	203	100
14	43	2752	candidate	204	100
14	44	2816	candidate	203	100
14	45	2880	candidate	76	100
14	46	2944	candidate	198	100
14	47	3008	candidate	199	100
14	48	3072	candidate	213	100
14	49	3136	candidate	206	100
14	50	3200	candidate	83	100
14	51	3264	candidate	203	100
14	52	3328	candidate	206	100
14	53	3392	candidate	202	100
14	54	3456	candidate	206	100
14	55	3520	candidate	79	100
14	56	3584	candidate	202	100
14	57	3648	candidate	200	100
14	58	3712	candidate	203	100
14	59	3776	candidate	202	100
14	60	3840	candidate	203	100
14	61	3904	candidate	205	100
14	62	3968	candidate	204	100
14	63	4032	candidate	199	100
15	0	0	trained	76	100
15	1	64	candidate	208	100
15	2	128	candidate	208	100
15	3	192	candidate	198	100
15	4	256	candidate	201	100
15	5	320	trained	76	100
15	6	384	candidate	206	100
15	7	448	candidate	198	100
15	8	512	candidate	199	100
15	9	576	candidate	198	100
15	10	640	trained	75	100
15	11	704	candidate	200	100
15	12	768	candidate	196	100
15	13	832	candidate	205	100
15	14	896	candidate	192	100
15	15	960	trained	76	100
15	16	1024	candidate	204	100
15	17	1088	candidate	203	100
15	18	1152	candidate	201	100
15	19	1216	candidate	200	100
15	20	1280	trained	76	100
15	21	1344	candidate	203	100
15	22	1408	candidate	202	100
15	23	1472	candidate	219	100
15	24	1536	candidate	193	100
15	25	1600	predicted	77	100
15	26	1664	candidate	196	100
15	27	1728	candidate	197	100
15	28	1792	candidate	197	100
15	29	1856	candidate	200	100
15	30	1920	candidate	77	100
15	31	1984	trigger	74	100
15	32	2048	candidate	203	100
15	33	2112	candidate	199	100
15	34	2176	candidate	205	100
15	35	2240	candidate	83	100
15	36	2304	candidate	201	100
15	37	2368	candidate	198	100
15	38	2432	candidate	205	100
15	39	2496	candidate	209	100
15	40	2560	candidate	78	100
15	41	2624	candidate	199	100
15	42	2688	candidate	199	100
15	43	2752	candidate	196	100
15	44	2816	candidate	199	100
15	45	2880	candidate	79	100
15	46	2944	candidate	193	100
15	47	3008	candidate	197	100
15	48	3072	candidate	203	100
15	49	3136	candidate	200	100
15	50	3200	candidate	216	100
15	51	3264	candidate	192	100
15	52	3328	candidate	201	100
15	53	3392	candidate	211	100
15	54	3456	candidate	211	100
15	55	3520	candidate	80	100
15	56	3584	candidate	203	100
15	57	3648	candidate	375	100
15	58	3712	candidate	201	100
15	59	3776	candidate	199	100
15	60	3840	candidate	198	100
15	61	3904	candidate	192	100
15	62	3968	candidate	203	100
15	63	4032	candidate	194	100
16	0	0	trained	76	100
16	1	64	candidate	201	100
16	2	128	candidate	198	100
16	3	192	candidate	206	100
16	4	256	candidate	204	100
16	5	320	trained	76	100
16	6	384	candidate	200	100
16	7	448	candidate	202	100
16	8	512	candidate	205	100
16	9	576	candidate	195	100
16	10	640	trained	76	100
16	11	704	candidate	200	100
16	12	768	candidate	199	100
16	13	832	candidate	199	100
16	14	896	candidate	202	100
16	15	960	trained	76	100
16	16	1024	candidate	202	100
16	17	1088	candidate	205	100
16	18	1152	candidate	210	100
16	19	1216	candidate	204	100
16	20	1280	trained	76	100
16	21	1344	candidate	209	100
16	22	1408	candidate	202	100
16	23	1472	candidate	205	100
16	24	1536	candidate	200	100
16	25	1600	predicted	77	100
16	26	1664	candidate	203	100
16	27	1728	candidate	195	100
16	28	1792	candidate	205	100
16	29	1856	candidate	193	100
16	30	1920	candidate	77	100
16	31	1984	trigger	73	100
16	32	2048	candidate	208	100
16	33	2112	candidate	203	100
16	34	2176	candidate	203	100
16	35	2240	candidate	84	100
16	36	2304	candidate	204	100
16	37	2368	candidate	202	100
16	38	2432	candidate	213	100
16	39	2496	candidate	202	100
16	40	2560	candidate	86	100
16	41	2624	candidate	196	100
16	42	2688	candidate	199	100
16	43	2752	candidate	200	100
16	44	2816	candidate	201	100
16	45	2880	candidate	76	100
16	46	2944	candidate	199	100
16	47	3008	candidate	196	100
16	48	3072	candidate	201	100
16	49	3136	candidate	210	100
16	50	3200	candidate	79	100
16	51	3264	candidate	198	100
16	52	3328	candidate	199	100
16	53	3392	candidate	206	100
16	54	3456	candidate	203	100
16	55	3520	candidate	79	100
16	56	3584	candidate	200	100
16	57	3648	candidate	196	100
16	58	3712	candidate	204	100
16	59	3776	candidate	196	100
16	60	3840	candidate	199	100
16	61	3904	candidate	199	100
16	62	3968	candidate	206	100
16	63	4032	candidate	199	100
17	0	0	trained	76	100
17	1	64	candidate	201	100
17	2	128	candidate	199	100
17	3	192	candidate	205	100
17	4	256	candidate	199	100
17	5	320	trained	76	100
17	6	384	candidate	208	100
17	7	448	candidate	206	100
17	8	512	candidate	196	100
17	9	576	candidate	199	100
17	10	640	trained	73	100
17	11	704	candidate	207	100
17	12	768	candidate	200	100
17	13	832	candidate	201	100
17	14	896	candidate	203	100
17	15	960	trained	76	100
17	16	1024	candidate	197	100
17	17	1088	candidate	205	100
17	18	1152	candidate	196	100
17	19	1216	candidate	198	100
17	20	1280	trained	76	100
17	21	1344	candidate	203	100
17	22	1408	candidate	213	100
17	23	1472	candidate	210	100
17	24	1536	candidate	200	100
17	25	1600	predicted	76	100
17	26	1664	candidate	199	100
17	27	1728	candidate	190	100
17	28	1792	candidate	204	100
17	29	1856	candidate	201	100
17	30	1920	candidate	76	100
17	31	1984	trigger	76	100
17	32	2048	candidate	206	100
17	33	2112	candidate	199	100
17	34	2176	candidate	203	100
17	35	2240	candidate	75	100
17	36	2304	candidate	214	100
17	37	2368	candidate	216	100
17	38	2432	candidate	206	100
17	39	2496	candidate	209	100
17	40	2560	candidate	79	100
17	41	2624	candidate	200	100
17	42	2688	candidate	199	100
17	43	2752	candidate	202	100
17	44	2816	candidate	203	100
17	45	2880	candidate	369	100
17	46	2944	candidate	199	100
17	47	3008	candidate	199	100
17	48	3072	candidate	203	100
17	49	3136	candidate	200	100
17	50	3200	candidate	79	100
17	51	3264	candidate	205	100
17	52	3328	candidate	209	100
17	53	3392	candidate	206	100
17	54	3456	candidate	203	100
17	55	3520	candidate	81	100
17	56	3584	candidate	199	100
17	57	3648	candidate	200	100
17	58	3712	candidate	202	100
17	59	3776	candidate	201	100
17	60	3840	candidate	198	100
17	61	3904	candidate	200	100
17	62	3968	candidate	193	100
17	63	4032	candidate	200	100
18	0	0	trained	76	100
18	1	64	candidate	199	100
18	2	128	candidate	200	100
18	3	192	candidate	197	100
18	4	256	candidate	209	100
18	5	320	trained	76	100
18	6	384	candidate	204	100
18	7	448	candidate	205	100
18	8	512	candidate	202	100
18	9	576	candidate	193	100
18	10	640	trained	76	100
18	11	704	candidate	203	100
18	12	768	candidate	203	100
18	13	832	candidate	194	100
18	14	896	candidate	197	100
18	15	960	trained	73	100
18	16	1024	candidate	203	100
18	17	1088	candidate	200	100
18	18	1152	candidate	206	100
18	19	1216	candidate	194	100
18	20	1280	trained	75	100
18	21	1344	candidate	210	100
18	22	1408	candidate	200	100
18	23	1472	candidate	200	100
18	24	1536	candidate	194	100
18	25	1600	predicted	82	100
18	26	1664	candidate	198	100
18	27	1728	candidate	190	100
18	28	1792	candidate	197	100
18	29	1856	candidate	200	100
18	30	1920	candidate	78	100
18	31	1984	trigger	71	100
18	32	2048	candidate	204	100
18	33	2112	candidate	199	100
18	34	2176	candidate	207	100
18	35	2240	candidate	80	100
18	36	2304	candidate	210	100
18	37	2368	candidate	214	100
18	38	2432	candidate	196	100
18	39	2496	candidate	200	100
18	40	2560	candidate	75	100
18	41	2624	candidate	199	100
18	42	2688	candidate	199	100
18	43	2752	candidate	206	100
18	44	2816	candidate	193	100
18	45	2880	candidate	79	100
18	46	2944	candidate	203	100
18	47	3008	candidate	200	100
18	48	3072	candidate	196	100
18	49	3136	candidate	186	100
18	50	3200	candidate	81	100
18	51	3264	candidate	203	100
18	52	3328	candidate	205	100
18	53	3392	candidate	205	100
18	54	3456	candidate	198	100
18	55	3520	candidate	76	100
18	56	3584	candidate	196	100
18	57	3648	candidate	196	100
18	58	3712	candidate	195	100
18	59	3776	candidate	197	100
18	60	3840	candidate	200	100
18	61	3904	candidate	186	100
18	62	3968	candidate	207	100
18	63	4032	candidate	204	100
19	0	0	trained	76	100
19	1	64	candidate	203	100
19	2	128	candidate	206	100
19	3	192	candidate	204	100
19	4	256	candidate	203	100
19	5	320	trained	76	100
19	6	384	candidate	202	100
19	7	448	candidate	209	100
19	8	512	candidate	205	100
19	9	576	candidate	203	100
19	10	640	trained	76	100
19	11	704	candidate	191	100
19	12	768	candidate	200	100
19	13	832	candidate	203	100
19	14	896	candidate	191	100
19	15	960	trained	77	100
19	16	1024	candidate	198	100
19	17	1088	candidate	202	100
19	18	1152	candidate	193	100
19	19	1216	candidate	199	100
19	20	1280	trained	76	100
19	21	1344	candidate	205	100
19	22	1408	candidate	208	100
19	23	1472	candidate	209	100
19	24	1536	candidate	202	100
19	25	1600	predicted	78	100
19	26	1664	candidate	196	100
19	27	1728	candidate	200	100
19	28	1792	candidate	196	100
19	29	1856	candidate	202	100
19	30	1920	candidate	78	100
19	31	1984	trigger	72	100
19	32	2048	candidate	199	100
19	33	2112	candidate	202	100
19	34	2176	candidate	208	100
19	35	2240	candidate	77	100
19	36	2304	candidate	199	100
19	37	2368	candidate	202	100
19	38	2432	candidate	200	100
19	39	2496	candidate	203	100
19	40	2560	candidate	82	100
19	41	2624	candidate	199	100
19	42	2688	candidate	204	100
19	43	2752	candidate	201	100
19	44	2816	candidate	200	100
19	45	2880	candidate	76	100
19	46	2944	candidate	206	100
19	47	3008	candidate	199	100
19	48	3072	candidate	375	100
19	49	3136	candidate	195	100
19	50	3200	candidate	82	100
19	51	3264	candidate	203	100
19	52	3328	candidate	209	100
19	53	3392	candidate	210	100
19	54	3456	candidate	206	100
19	55	3520	candidate	76	100
19	56	3584	candidate	199	100
19	57	3648	candidate	206	100
19	58	3712	candidate	200	100
19	59	3776	candidate	206	100
19	60	3840	candidate	203	100
19	61	3904	candidate	196	100
19	62	3968	candidate	198	100
19	63	4032	candidate	202	100
20	0	0	trained	586	100
20	1	64	candidate	206	100
20	2	128	candidate	207	100
20	3	192	candidate	198	100
20	4	256	candidate	198	100
20	5	320	trained	77	100
20	6	384	candidate	206	100
20	7	448	candidate	207	100
20	8	512	candidate	197	100
20	9	576	candidate	199	100
20	10	640	trained	73	100
20	11	704	candidate	193	100
20	12	768	candidate	203	100
20	13	832	candidate	193	100
20	14	896	candidate	198	100
20	15	960	trained	76	100
20	16	1024	candidate	199	100
20	17	1088	candidate	196	100
20	18	1152	candidate	199	100
20	19	1216	candidate	206	100
20	20	1280	trained	75	100
20	21	1344	candidate	208	100
20	22	1408	candidate	203	100
20	23	1472	candidate	208	100
20	24	1536	candidate	200	100
20	25	1600	predicted	77	100
20	26	1664	candidate	198	100
20	27	1728	candidate	201	100
20	28	1792	candidate	199	100
20	29	1856	candidate	203	100
20	30	1920	candidate	78	100
20	31	1984	trigger	76	100
20	32	2048	candidate	201	100
20	33	2112	candidate	205	100
20	34	2176	candidate	208	100
20	35	2240	candidate	76	100
20	36	2304	candidate	206	100
20	37	2368	candidate	203	100
20	38	2432	candidate	199	100
20	39	2496	candidate	199	100
20	40	2560	candidate	77	100
20	41	2624	candidate	201	100
20	42	2688	candidate	203	100
20	43	2752	candidate	202	100
20	44	2816	candidate	201	100
20	45	2880	candidate	77	100
20	46	2944	candidate	203	100
20	47	3008	candidate	196	100
20	48	3072	candidate	209	100
20	49	3136	candidate	203	100
20	50	3200	candidate	76	100
20	51	3264	candidate	204	100
20	52	3328	candidate	201	100
20	53	3392	candidate	201	100
20	54	3456	candidate	206	100
20	55	3520	candidate	81	100
20	56	3584	candidate	202	100
20	57	3648	candidate	198	100
20	58	3712	candidate	190	100
20	59	3776	candidate	192	100
20	60	3840	candidate	206	100
20	61	3904	candidate	199	100
20	62	3968	candidate	208	100
20	63	4032	candidate	200	100
Saved TSV to /home/fangjiang/workspace/re-prefetcher/store-stride-prefetcher/res/entry/A55-core1-entry-stride5-train5-max20-step1.tsv
Saved raw output to /home/fangjiang/workspace/re-prefetcher/store-stride-prefetcher/res/entry/raw/A55-core1-entry-stride5-train5-max20-step1.txt
first victim non-prefetched point: competitors=9 probe_line=25 avg_ns=122
